antecedent,consequent,confidence,lift,support
"[""Organic Baby Carrots"",""Organic Baby Spinach""]","[""Bag of Organic Bananas""]",0.3072,2.603837519,0.001463314
"[""Large Lemon""]","[""Organic Ginger Root""]",0.039827904,2.603776518,0.002469343
"[""Organic Ginger Root""]","[""Large Lemon""]",0.161434978,2.603776518,0.002469343
"[""Bag of Organic Bananas""]","[""Organic Baby Kale Mix""]",0.008591731,2.603492997,0.00101365
"[""Organic Baby Kale Mix""]","[""Bag of Organic Bananas""]",0.307159353,2.603492997,0.00101365
"[""Organic Fuji Apple""]","[""Banana""]",0.371507522,2.603072225,0.009221928
"[""Banana""]","[""Organic Fuji Apple""]",0.064616042,2.603072225,0.009221928
"[""Organic Baby Spinach""]","[""Organic Red Onion""]",0.075735895,2.602732083,0.005647478
"[""Organic Red Onion""]","[""Organic Baby Spinach""]",0.194080671,2.602732083,0.005647478
"[""Organic Baby Spinach""]","[""Organic Baby Arugula""]",0.057951758,2.601365793,0.00432135
"[""Organic Baby Arugula""]","[""Organic Baby Spinach""]",0.193978789,2.601365793,0.00432135
"[""Organic Whole Milk"",""Organic Avocado""]","[""Banana""]",0.371257485,2.601320269,0.001417586
"[""Organic Raspberries"",""Organic Strawberries""]","[""Organic Yellow Onion""]",0.08502994,2.600627835,0.001082243
"[""Organic Kiwi""]","[""Organic Blueberries""]",0.098404255,2.599984683,0.001409964
"[""Organic Blueberries""]","[""Organic Kiwi""]",0.037253323,2.599984683,0.001409964
"[""Organic Sticks Low Moisture Part Skim Mozzarella String Cheese""]","[""Organic Blueberries""]",0.098360656,2.598832718,0.001006029
"[""Organic Blueberries""]","[""Organic Sticks Low Moisture Part Skim Mozzarella String Cheese""]",0.026580749,2.598832718,0.001006029
"[""Organic Extra Firm Tofu""]","[""Organic Avocado""]",0.146711636,2.598176139,0.001326129
"[""Organic Avocado""]","[""Organic Extra Firm Tofu""]",0.023484951,2.598176139,0.001326129
"[""Organic Blueberries"",""Banana""]","[""Large Lemon""]",0.161081081,2.598068539,0.001135593
"[""Organic Cilantro""]","[""Organic Hass Avocado""]",0.144356211,2.597125201,0.003879307
"[""Organic Hass Avocado""]","[""Organic Cilantro""]",0.069792952,2.597125201,0.003879307
"[""Organic D'Anjou Pears""]","[""Organic Grape Tomatoes""]",0.075541469,2.592655127,0.001089864
"[""Organic Grape Tomatoes""]","[""Organic D'Anjou Pears""]",0.037405179,2.592655127,0.001089864
"[""Organic Strawberries""]","[""Organic Granny Smith Apple""]",0.046172205,2.592301596,0.003833578
"[""Organic Granny Smith Apple""]","[""Organic Strawberries""]",0.215233205,2.592301596,0.003833578
"[""Organic Yellow Onion""]","[""Organic Large Extra Fancy Fuji Apple""]",0.057109557,2.591936312,0.00186725
"[""Organic Large Extra Fancy Fuji Apple""]","[""Organic Yellow Onion""]",0.084745763,2.591936312,0.00186725
"[""Organic Grape Tomatoes""]","[""Organic Garlic""]",0.082134449,2.591817934,0.002393129
"[""Organic Garlic""]","[""Organic Grape Tomatoes""]",0.075517076,2.591817934,0.002393129
"[""Red Peppers""]","[""Small Hass Avocado""]",0.061273666,2.590930214,0.001356614
"[""Small Hass Avocado""]","[""Red Peppers""]",0.057363841,2.590930214,0.001356614
"[""Organic Strawberries""]","[""Organic Cripps Pink Apples""]",0.014411603,2.590317782,0.001196564
"[""Organic Cripps Pink Apples""]","[""Organic Strawberries""]",0.215068493,2.590317782,0.001196564
"[""Blueberries"",""Strawberries""]","[""Banana""]",0.369346734,2.587932051,0.00112035
"[""Organic Baby Spinach""]","[""Organic White Onions""]",0.016762061,2.58745082,0.001249914
"[""Organic White Onions""]","[""Organic Baby Spinach""]",0.192941176,2.58745082,0.001249914
"[""Large Lemon""]","[""Organic Zucchini""]",0.090473264,2.586817706,0.005609371
"[""Organic Zucchini""]","[""Large Lemon""]",0.160383526,2.586817706,0.005609371
"[""Broccoli Crown"",""Organic Strawberries""]","[""Banana""]",0.369077307,2.586044235,0.001127971
"[""Apple Honeycrisp Organic""]","[""Bag of Organic Bananas""]",0.305062167,2.585717175,0.005235921
"[""Bag of Organic Bananas""]","[""Apple Honeycrisp Organic""]",0.044379845,2.585717175,0.005235921
"[""Organic Strawberries"",""Banana""]","[""Organic Baby Carrots""]",0.070837167,2.583951565,0.0011737
"[""Organic D'Anjou Pears""]","[""Organic Garlic""]",0.081880613,2.583807918,0.001181321
"[""Organic Garlic""]","[""Organic D'Anjou Pears""]",0.037277537,2.583807918,0.001181321
"[""Small Hass Avocado""]","[""Organic Fuji Apple""]",0.064131486,2.583551766,0.001516664
"[""Organic Fuji Apple""]","[""Small Hass Avocado""]",0.061099171,2.583551766,0.001516664
"[""Organic Strawberries""]","[""Apple Honeycrisp Organic""]",0.044336332,2.583181961,0.00368115
"[""Apple Honeycrisp Organic""]","[""Organic Strawberries""]",0.214476021,2.583181961,0.00368115
"[""Limes""]","[""Organic Garnet Sweet Potato (Yam)""]",0.050555279,2.583063723,0.002324536
"[""Organic Garnet Sweet Potato (Yam)""]","[""Limes""]",0.11876947,2.583063723,0.002324536
"[""Organic Navel Orange""]","[""Organic Grape Tomatoes""]",0.075252525,2.582738317,0.001135593
"[""Organic Grape Tomatoes""]","[""Organic Navel Orange""]",0.038974627,2.582738317,0.001135593
"[""Organic Whole String Cheese""]","[""Organic Hass Avocado""]",0.143502258,2.581761656,0.002179729
"[""Organic Hass Avocado""]","[""Organic Whole String Cheese""]",0.039215686,2.581761656,0.002179729
"[""Organic Cucumber""]","[""Organic Black Beans""]",0.03099935,2.580833547,0.001089864
"[""Organic Black Beans""]","[""Organic Cucumber""]",0.090736041,2.580833547,0.001089864
"[""Broccoli Crown""]","[""Carrots""]",0.049113233,2.580736174,0.001097486
"[""Carrots""]","[""Broccoli Crown""]",0.057669203,2.580736174,0.001097486
"[""Original Hummus""]","[""Organic Lemon""]",0.068929321,2.580355865,0.001501421
"[""Organic Lemon""]","[""Original Hummus""]",0.056205421,2.580355865,0.001501421
"[""Bag of Organic Bananas""]","[""Organic Lemon""]",0.068927649,2.58029325,0.008132064
"[""Organic Lemon""]","[""Bag of Organic Bananas""]",0.304422254,2.58029325,0.008132064
"[""Seedless Red Grapes"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.304404145,2.580139759,0.001791036
"[""Large Lemon"",""Banana""]","[""Organic Red Onion""]",0.075069509,2.579831111,0.001234671
"[""Bag of Organic Bananas""]","[""Crackers Cheddar Bunnies Snack Packs""]",0.008591731,2.579662397,0.00101365
"[""Crackers Cheddar Bunnies Snack Packs""]","[""Bag of Organic Bananas""]",0.304347826,2.579662397,0.00101365
"[""Organic Strawberries""]","[""Grape White/Green Seedless""]",0.030016523,2.579199704,0.002492207
"[""Grape White/Green Seedless""]","[""Organic Strawberries""]",0.214145383,2.579199704,0.002492207
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Baby Arugula""]",0.057438017,2.578304725,0.001059379
"[""Organic Small Bunch Celery""]","[""Organic Grape Tomatoes""]",0.075104842,2.57766968,0.001501421
"[""Organic Grape Tomatoes""]","[""Organic Small Bunch Celery""]",0.051530212,2.57766968,0.001501421
"[""Organic Kiwi""]","[""Organic Red Onion""]",0.075,2.577442378,0.001074621
"[""Organic Red Onion""]","[""Organic Kiwi""]",0.03693033,2.577442378,0.001074621
"[""Jalapeno Peppers""]","[""Organic Zucchini""]",0.090047393,2.574641193,0.001303264
"[""Organic Zucchini""]","[""Jalapeno Peppers""]",0.03726302,2.574641193,0.001303264
"[""Carrots""]","[""Small Hass Avocado""]",0.060873048,2.573990238,0.001158457
"[""Small Hass Avocado""]","[""Carrots""]",0.048984853,2.573990238,0.001158457
"[""Organic Baby Spinach""]","[""Organic Small Bunch Celery""]",0.051410466,2.571679696,0.003833578
"[""Organic Small Bunch Celery""]","[""Organic Baby Spinach""]",0.191765154,2.571679696,0.003833578
"[""Limes""]","[""Cucumber Kirby""]",0.047240179,2.568726336,0.002172107
"[""Cucumber Kirby""]","[""Limes""]",0.118110236,2.568726336,0.002172107
"[""Organic Gala Apples""]","[""Organic Hass Avocado""]",0.142755429,2.568325392,0.003056193
"[""Organic Hass Avocado""]","[""Organic Gala Apples""]",0.054984231,2.568325392,0.003056193
"[""No Salt Added Black Beans""]","[""Large Lemon""]",0.1592,2.567728679,0.001516664
"[""Large Lemon""]","[""No Salt Added Black Beans""]",0.0244622,2.567728679,0.001516664
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Yellow Onion""]",0.083929733,2.566978175,0.001966329
"[""Limes"",""Bag of Organic Bananas""]","[""Organic Avocado""]",0.144849785,2.565203873,0.001028893
"[""Organic Yellow Onion""]","[""Garlic""]",0.037529138,2.564666982,0.00122705
"[""Garlic""]","[""Organic Yellow Onion""]",0.083854167,2.564666982,0.00122705
"[""Organic Garlic""]","[""Red Peppers""]",0.056758057,2.563568974,0.001798657
"[""Red Peppers""]","[""Organic Garlic""]",0.081239243,2.563568974,0.001798657
"[""Honeycrisp Apple"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.302447552,2.563555614,0.001318507
"[""Michigan Organic Kale"",""Organic Avocado""]","[""Banana""]",0.365617433,2.561801657,0.001150836
"[""Bag of Organic Bananas""]","[""Organic Broccoli Crowns""]",0.015697674,2.561786272,0.001852007
"[""Organic Broccoli Crowns""]","[""Bag of Organic Bananas""]",0.302238806,2.561786272,0.001852007
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.190956409,2.560833955,0.004473778
"[""Organic Baby Spinach"",""Banana""]","[""Organic Red Onion""]",0.0745,2.560259429,0.001135593
"[""Cucumber Kirby""]","[""Organic Grape Tomatoes""]",0.074595939,2.56020364,0.001371857
"[""Organic Grape Tomatoes""]","[""Cucumber Kirby""]",0.047083442,2.56020364,0.001371857
"[""Organic Coconut Milk""]","[""Organic Avocado""]",0.144497608,2.558967013,0.001150836
"[""Organic Avocado""]","[""Organic Coconut Milk""]",0.020380618,2.558967013,0.001150836
"[""Green Onions""]","[""Large Lemon""]",0.158477509,2.556075652,0.001745307
"[""Large Lemon""]","[""Green Onions""]",0.028149969,2.556075652,0.001745307
"[""Organic Grade A Free Range Large Brown Eggs""]","[""Organic Strawberries""]",0.212224109,2.556059581,0.002858036
"[""Organic Strawberries""]","[""Organic Grade A Free Range Large Brown Eggs""]",0.034422618,2.556059581,0.002858036
"[""Broccoli Crown""]","[""Organic Fuji Apple""]",0.063437926,2.555611568,0.001417586
"[""Organic Fuji Apple""]","[""Broccoli Crown""]",0.057107768,2.555611568,0.001417586
"[""Organic Cucumber""]","[""Organic Baby Carrots""]",0.07001951,2.554125632,0.002461721
"[""Organic Baby Carrots""]","[""Organic Cucumber""]",0.089797053,2.554125632,0.002461721
"[""Organic Baby Spinach"",""Banana""]","[""Seedless Red Grapes""]",0.079,2.55371052,0.001204186
"[""Organic Raspberries"",""Bag of Organic Bananas""]","[""Asparagus""]",0.075280899,2.553653428,0.001021271
"[""Organic Garnet Sweet Potato (Yam)""]","[""Yellow Onions""]",0.073208723,2.553334211,0.001432829
"[""Yellow Onions""]","[""Organic Garnet Sweet Potato (Yam)""]",0.049973418,2.553334211,0.001432829
"[""Organic Garlic""]","[""Apple Honeycrisp Organic""]",0.043771044,2.550246395,0.0013871
"[""Apple Honeycrisp Organic""]","[""Organic Garlic""]",0.080817052,2.550246395,0.0013871
"[""Organic Baby Arugula""]","[""Organic Cucumber""]",0.089633938,2.549486091,0.001996814
"[""Organic Cucumber""]","[""Organic Baby Arugula""]",0.056796011,2.549486091,0.001996814
"[""Organic Baby Spinach"",""Banana""]","[""Organic Cilantro""]",0.0685,2.549012053,0.001044136
"[""Organic Strawberries""]","[""Organic Navel Orange""]",0.038461538,2.548737374,0.003193379
"[""Organic Navel Orange""]","[""Organic Strawberries""]",0.211616162,2.548737374,0.003193379
"[""Organic Yellow Onion""]","[""Organic Whole String Cheese""]",0.038694639,2.547458529,0.001265157
"[""Organic Whole String Cheese""]","[""Organic Yellow Onion""]",0.08329152,2.547458529,0.001265157
"[""Organic Gala Apples""]","[""Organic Small Bunch Celery""]",0.050907796,2.546534904,0.001089864
"[""Organic Small Bunch Celery""]","[""Organic Gala Apples""]",0.054517728,2.546534904,0.001089864
"[""Organic Red Onion""]","[""Organic Hass Avocado""]",0.141435306,2.544574952,0.004115571
"[""Organic Hass Avocado""]","[""Organic Red Onion""]",0.074043603,2.544574952,0.004115571
"[""Large Lemon""]","[""Orange Bell Pepper""]",0.036140135,2.543943671,0.0022407
"[""Orange Bell Pepper""]","[""Large Lemon""]",0.157725322,2.543943671,0.0022407
"[""Large Lemon"",""Banana""]","[""Organic Cucumber""]",0.089434662,2.543818021,0.001470936
"[""Organic Whole Milk"",""Banana""]","[""Organic Baby Spinach""]",0.189655172,2.543383638,0.001509043
"[""Organic Lacinato (Dinosaur) Kale""]","[""Asparagus""]",0.074957411,2.542680166,0.001006029
"[""Asparagus""]","[""Organic Lacinato (Dinosaur) Kale""]",0.034126163,2.542680166,0.001006029
"[""Organic Strawberries""]","[""Organic Hass Avocado""]",0.141270424,2.541608539,0.011729378
"[""Organic Hass Avocado""]","[""Organic Strawberries""]",0.21102427,2.541608539,0.011729378
"[""Organic Blueberries""]","[""Organic Baby Carrots""]",0.069673782,2.54151438,0.002637014
"[""Organic Baby Carrots""]","[""Organic Blueberries""]",0.096191271,2.54151438,0.002637014
"[""Organic Baby Arugula""]","[""Asparagus""]",0.074923024,2.541513726,0.001669093
"[""Asparagus""]","[""Organic Baby Arugula""]",0.056618407,2.541513726,0.001669093
"[""Organic Avocado"",""Banana""]","[""Asparagus""]",0.074909747,2.541063349,0.001265157
"[""Organic Baby Spinach""]","[""Organic Jalapeno Pepper""]",0.016455437,2.540119403,0.00122705
"[""Organic Jalapeno Pepper""]","[""Organic Baby Spinach""]",0.189411765,2.540119403,0.00122705
"[""Organic Tomato Cluster""]","[""Organic Gala Apples""]",0.054373522,2.539799042,0.001051757
"[""Organic Gala Apples""]","[""Organic Tomato Cluster""]",0.049127803,2.539799042,0.001051757
"[""Limes"",""Banana""]","[""Organic Baby Spinach""]",0.18933133,2.539040725,0.0019206
"[""Bag of Organic Bananas""]","[""Organic Red Delicious Apple""]",0.009689922,2.537734608,0.001143214
"[""Organic Red Delicious Apple""]","[""Bag of Organic Bananas""]",0.299401198,2.537734608,0.001143214
"[""Organic Baby Spinach""]","[""Organic Avocado""]",0.143295176,2.537672658,0.010685243
"[""Organic Avocado""]","[""Organic Baby Spinach""]",0.189229316,2.537672658,0.010685243
"[""Organic D'Anjou Pears""]","[""Organic Yellow Onion""]",0.082937137,2.536619763,0.001196564
"[""Organic Yellow Onion""]","[""Organic D'Anjou Pears""]",0.036596737,2.536619763,0.001196564
"[""Organic Baby Spinach"",""Organic Strawberries""]","[""Limes""]",0.116534472,2.534455755,0.001455693
"[""Organic Roma Tomato""]","[""Organic Hass Avocado""]",0.140868141,2.534371026,0.001310886
"[""Organic Hass Avocado""]","[""Organic Roma Tomato""]",0.023584259,2.534371026,0.001310886
"[""Organic Avocado""]","[""Organic Peeled Whole Baby Carrots""]",0.047509785,2.534029037,0.002682743
"[""Organic Peeled Whole Baby Carrots""]","[""Organic Avocado""]",0.143089431,2.534029037,0.002682743
"[""Cucumber Kirby"",""Organic Baby Spinach""]","[""Banana""]",0.361643836,2.533959523,0.001006029
"[""Organic Strawberries""]","[""Organic Broccoli Crowns""]",0.015513126,2.531668923,0.001288021
"[""Organic Broccoli Crowns""]","[""Organic Strawberries""]",0.210199005,2.531668923,0.001288021
"[""Large Lemon"",""Banana""]","[""Seedless Red Grapes""]",0.078313253,2.531511115,0.001288021
"[""Broccoli Crown"",""Large Lemon""]","[""Banana""]",0.36121673,2.530966887,0.001448071
"[""Honeycrisp Apple""]","[""Boneless Skinless Chicken Breasts""]",0.040270346,2.530570823,0.001089864
"[""Boneless Skinless Chicken Breasts""]","[""Honeycrisp Apple""]",0.06848659,2.530570823,0.001089864
"[""Organic Avocado""]","[""Organic Garbanzo Beans""]",0.02200027,2.529915354,0.001242293
"[""Organic Garbanzo Beans""]","[""Organic Avocado""]",0.142857143,2.529915354,0.001242293
"[""Strawberries""]","[""Yellow Bell Pepper""]",0.022482291,2.529913349,0.001112729
"[""Yellow Bell Pepper""]","[""Strawberries""]",0.125214408,2.529913349,0.001112729
"[""Organic Cucumber""]","[""Asparagus""]",0.074571862,2.529601721,0.002621771
"[""Asparagus""]","[""Organic Cucumber""]",0.08893485,2.529601721,0.002621771
"[""Organic Grape Tomatoes""]","[""Carrots""]",0.048129741,2.529056945,0.001402343
"[""Carrots""]","[""Organic Grape Tomatoes""]",0.073688426,2.529056945,0.001402343
"[""Unsalted Butter""]","[""Large Lemon""]",0.156794425,2.528929283,0.001714821
"[""Large Lemon""]","[""Unsalted Butter""]",0.027658267,2.528929283,0.001714821
"[""Organic Hass Avocado""]","[""Organic Zucchini""]",0.088440971,2.52871025,0.004915821
"[""Organic Zucchini""]","[""Organic Hass Avocado""]",0.140553497,2.52871025,0.004915821
"[""Large Lemon""]","[""Boneless Skinless Chicken Breasts""]",0.040196681,2.525941723,0.002492207
"[""Boneless Skinless Chicken Breasts""]","[""Large Lemon""]",0.156609195,2.525941723,0.002492207
"[""Organic Ginger Root"",""Organic Baby Spinach""]","[""Bag of Organic Bananas""]",0.29787234,2.524775963,0.001067
"[""Red Vine Tomato""]","[""Organic Fuji Apple""]",0.06266786,2.524589281,0.001067
"[""Organic Fuji Apple""]","[""Red Vine Tomato""]",0.042984341,2.524589281,0.001067
"[""Organic Hass Avocado""]","[""Fresh Cauliflower""]",0.051007816,2.524588643,0.002835171
"[""Fresh Cauliflower""]","[""Organic Hass Avocado""]",0.140324406,2.524588643,0.002835171
"[""Organic Zucchini""]","[""Organic Black Beans""]",0.030289823,2.521762342,0.001059379
"[""Organic Black Beans""]","[""Organic Zucchini""]",0.08819797,2.521762342,0.001059379
"[""Organic Avocado""]","[""Cantaloupe""]",0.02334998,2.521586414,0.001318507
"[""Cantaloupe""]","[""Organic Avocado""]",0.142386831,2.521586414,0.001318507
"[""Limes""]","[""Boneless Skinless Chicken Breasts""]",0.040112713,2.520665236,0.001844386
"[""Boneless Skinless Chicken Breasts""]","[""Limes""]",0.115900383,2.520665236,0.001844386
"[""Yellow Onions""]","[""Organic Avocado""]",0.14221159,2.518482988,0.004077464
"[""Organic Avocado""]","[""Yellow Onions""]",0.072209475,2.518482988,0.004077464
"[""Organic Cucumber"",""Organic Strawberries""]","[""Large Lemon""]",0.156007752,2.516241072,0.00122705
"[""Organic Raspberries""]","[""Organic Garnet Sweet Potato (Yam)""]",0.049224666,2.515077592,0.00208065
"[""Organic Garnet Sweet Potato (Yam)""]","[""Organic Raspberries""]",0.106308411,2.515077592,0.00208065
"[""Seedless Red Grapes""]","[""Organic Whole String Cheese""]",0.038186746,2.51402142,0.001181321
